day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;3200;PEARLS;10002;2;9995;24;;;10005;24;;;;;10003.5;0.0
0;3200;BANANAS;4891;24;;;;;4898;24;;;;;4894.5;-86.703125
0;3300;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;0.0
0;3300;BANANAS;4891;25;;;;;4897;1;4898;24;;;4894.0;-94.9609375
0;3400;PEARLS;9998;10;9996;2;9995;27;10004;2;10005;27;;;10001.0;0.0
0;3400;BANANAS;4892;10;4891;29;;;4897;2;4898;27;;;4894.5;-94.7734375
0;3500;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;0.0
0;3500;BANANAS;4894;4;4891;26;;;4896;10;4898;26;;;4895.0;-94.7578125
0;3600;PEARLS;9995;27;;;;;10002;8;10005;27;;;9998.5;0.0
0;3600;BANANAS;4891;27;;;;;4896;8;4898;27;;;4893.5;-97.15625
0;3700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;0.0
0;3700;BANANAS;4893;4;4892;25;;;4898;25;;;;;4895.5;-80.40625
0;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;0.0
0;3800;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;-75.2421875
0;3900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
0;3900;BANANAS;4892;26;;;;;4898;26;;;;;4895.0;-80.5625
0;4000;PEARLS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;0.0
0;4000;BANANAS;4891;30;;;;;4898;31;;;;;4894.5;-85.0390625
0;4100;PEARLS;10000;5;9996;2;9995;22;10002;4;10004;2;10005;22;10001.0;0.0
0;4100;BANANAS;4892;24;;;;;4897;4;4899;24;;;4894.5;-69.484375
0;4200;PEARLS;10002;5;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
0;4200;BANANAS;4893;1;4892;28;;;4899;29;;;;;4896.0;-64.6953125
0;4300;PEARLS;9995;26;;;;;10002;8;10005;26;;;9998.5;0.0
0;4300;BANANAS;4892;26;;;;;4897;8;4899;26;;;4894.5;-66.4140625
0;4400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
0;4400;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;-64.828125
0;4500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;4500;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-63.9921875
0;4600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;0.0
0;4600;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;-65.703125
0;4700;PEARLS;9998;5;9995;26;;;10005;26;;;;;10001.5;0.0
0;4700;BANANAS;4893;5;4892;26;;;4899;26;;;;;4896.0;-66.8359375
0;4800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
0;4800;BANANAS;4898;1;4893;1;4892;22;4899;23;;;;;4898.5;-63.4453125
0;4900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
0;4900;BANANAS;4893;24;;;;;4899;24;;;;;4896.0;-61.125
0;5000;PEARLS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;0.0
0;5000;BANANAS;4893;10;4892;30;;;4899;31;;;;;4896.0;-63.9140625
0;5100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;5100;BANANAS;4893;26;;;;;4899;26;;;;;4896.0;-59.53125
0;5200;PEARLS;10000;5;9998;7;9996;2;10004;2;10005;23;;;10002.0;0.0
0;5200;BANANAS;4894;7;4893;25;;;4900;25;;;;;4897.0;-51.6484375
0;5300;BANANAS;4893;22;;;;;4900;22;;;;;4896.5;-47.5
0;5300;PEARLS;9995;22;;;;;9998;12;10005;22;;;9996.5;0.0
0;5400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-28.453125
0;5400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;0.0
0;5500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
0;5500;BANANAS;4895;1;4894;28;;;4901;29;;;;;4898.0;-25.5390625
0;5600;PEARLS;9998;2;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
0;5600;BANANAS;4896;2;4895;25;;;4901;2;4902;23;;;4898.5;-19.15625
0;5700;BANANAS;4899;4;4895;31;;;4901;31;;;;;4900.0;-27.4921875
0;5700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
0;5800;BANANAS;4894;30;;;;;4897;2;4901;30;;;4895.5;-27.65234375
0;5800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
0;5900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
0;5900;BANANAS;4895;23;;;;;4901;23;;;;;4898.0;-23.19140625
0;6000;PEARLS;9995;30;;;;;10002;10;10005;30;;;9998.5;0.0
0;6000;BANANAS;4894;30;;;;;4899;10;4901;30;;;4896.5;-90.45703125
0;6100;BANANAS;4895;1;4894;24;;;4901;25;;;;;4898.0;-89.6796875
0;6100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
0;6200;BANANAS;4900;1;4895;4;4894;29;4901;30;;;;;4900.5;-89.5703125
0;6200;PEARLS;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;0.0
0;6300;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
0;6300;BANANAS;4894;22;;;;;4897;3;4901;22;;;4895.5;-82.8515625
0;6400;PEARLS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;0.0
0;6400;BANANAS;4894;24;;;;;4897;2;4899;6;4901;24;4895.5;-84.0859375
0;6500;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;-86.15625
0;6500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
0;6600;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-83.828125
0;6600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;6700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
0;6700;BANANAS;4894;31;;;;;4900;1;4901;30;;;4897.0;-82.13671875
0;6800;PEARLS;10000;5;9996;2;9995;29;10004;2;10005;29;;;10002.0;0.0
0;6800;BANANAS;4893;30;;;;;4899;2;4900;29;;;4896.0;-71.29296875
0;6900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;6900;BANANAS;4893;29;;;;;4900;29;;;;;4896.5;-73.515625
0;7000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
0;7000;BANANAS;4894;1;4893;30;;;4900;31;;;;;4897.0;-77.0546875
0;7100;PEARLS;9996;1;9995;30;;;9998;5;10002;7;10004;1;9997.0;0.0
0;7100;BANANAS;4893;31;;;;;4898;7;4900;31;;;4895.5;-75.0625
0;7200;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;0.0
0;7200;BANANAS;4893;23;;;;;4898;2;4899;1;4900;22;4895.5;-71.28125
0;7300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
0;7300;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-72.12890625
0;7400;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;0.0
0;7400;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;-80.74609375
0;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
0;7500;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-85.80078125
0;7600;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;0.0
0;7600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;-87.8359375
0;7700;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;0.0
0;7700;BANANAS;4894;26;;;;;4899;5;4901;26;;;4896.5;-86.3046875
0;7800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;7800;BANANAS;4894;23;;;;;4901;23;;;;;4897.5;-87.2265625
0;7900;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;0.0
0;7900;BANANAS;4895;24;;;;;4900;7;4901;2;4902;22;4897.5;-91.10546875
0;8000;PEARLS;10000;3;9996;2;9995;28;10004;2;10005;28;;;10002.0;0.0
0;8000;BANANAS;4901;1;4896;30;;;4902;30;;;;;4901.5;-101.26953125
0;8100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
0;8100;BANANAS;4896;25;;;;;4902;25;;;;;4899.0;-99.7265625
0;8200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
0;8200;BANANAS;4899;4;4896;27;;;4903;27;;;;;4901.0;-107.14453125
0;8300;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;0.0
0;8300;BANANAS;4897;9;4896;28;;;4903;28;;;;;4900.0;-112.8203125
0;8400;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;0.0
0;8400;BANANAS;4898;5;4897;29;;;4904;29;;;;;4901.0;-117.203125
0;8500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
0;8500;BANANAS;4901;3;4897;2;4896;25;4903;27;;;;;4902.0;-112.09375
0;8600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;8600;BANANAS;4896;29;;;;;4903;29;;;;;4899.5;-98.8046875
0;8700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
0;8700;BANANAS;4901;1;4896;24;;;4903;24;;;;;4902.0;-101.953125
0;8800;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
0;8800;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;-94.546875
0;8900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;8900;BANANAS;4896;26;;;;;4903;26;;;;;4899.5;-93.0390625
0;9000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;9000;BANANAS;4895;23;;;;;4902;23;;;;;4898.5;-87.1015625
0;9100;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;0.0
0;9100;BANANAS;4896;22;;;;;4897;5;4903;22;;;4896.5;-99.0546875
0;9200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
0;9200;BANANAS;4896;27;;;;;4903;27;;;;;4899.5;-87.3125
0;9300;PEARLS;10002;11;9998;1;9996;1;10004;1;10005;29;;;10003.0;0.0
0;9300;BANANAS;4896;2;4895;29;;;4902;30;;;;;4899.0;-79.0390625
0;9400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;0.0
0;9400;BANANAS;4895;30;;;;;4902;30;;;;;4898.5;-74.7734375
0;9500;PEARLS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;0.0
0;9500;BANANAS;4896;26;;;;;4902;2;4903;24;;;4899.0;-82.90625
0;9600;PEARLS;9996;1;9995;20;;;10002;6;10004;1;10005;20;9999.0;0.0
0;9600;BANANAS;4896;21;;;;;4900;6;4902;21;;;4898.0;-81.3359375
0;9700;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;-83.5703125
0;9700;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;0.0
0;9800;PEARLS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;0.0
0;9800;BANANAS;4896;1;4895;26;;;4902;26;;;;;4899.0;-76.40625
0;9900;BANANAS;4895;24;;;;;4896;9;4902;24;;;4895.5;-77.625
0;9900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;0.0
0;10000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;0.0
0;10000;BANANAS;4895;27;;;;;4902;27;;;;;4898.5;-51.380859375
0;10100;BANANAS;4895;21;;;;;4902;21;;;;;4898.5;-51.92578125
0;10100;PEARLS;10002;4;9996;1;9995;20;10004;1;10005;20;;;10003.0;0.0
0;10200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
0;10200;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;-49.33203125
0;10300;BANANAS;4895;25;;;;;4901;1;4902;24;;;4898.0;-49.5703125
0;10300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
0;10400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
0;10400;BANANAS;4895;25;;;;;4902;25;;;;;4898.5;-50.81640625
0;10500;BANANAS;4895;26;;;;;4901;26;;;;;4898.0;-48.14453125
0;10500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;10600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
0;10600;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;-50.1875
0;10700;BANANAS;4895;24;;;;;4902;24;;;;;4898.5;-49.283203125
0;10700;PEARLS;9995;24;;;;;9998;3;10005;24;;;9996.5;0.0
0;10800;PEARLS;9995;23;;;;;10002;1;10005;23;;;9998.5;0.0
0;10800;BANANAS;4895;23;;;;;4900;1;4902;23;;;4897.5;-49.7890625
0;10900;BANANAS;4895;1;4894;22;;;4901;23;;;;;4898.0;-46.57421875
0;10900;PEARLS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;0.0
0;11000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
0;11000;BANANAS;4894;27;;;;;4895;9;4900;1;4901;26;4894.5;-43.1640625
0;11100;BANANAS;4894;31;;;;;4899;1;4900;1;4901;30;4896.5;-23.7158203125
0;11100;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;0.0
0;11200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
0;11200;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-22.564453125
0;11300;PEARLS;9996;2;9995;25;;;10002;2;10004;2;10005;25;9999.0;0.0
0;11300;BANANAS;4894;27;;;;;4899;2;4900;2;4901;25;4896.5;-23.783203125
0;11400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;0.0
0;11400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-23.35546875
0;11500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
0;11500;BANANAS;4894;1;4893;28;;;4900;29;;;;;4897.0;-24.890625
0;11600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
0;11600;BANANAS;4893;2;4892;22;;;4899;24;;;;;4896.0;-27.232421875
0;11700;PEARLS;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;0.0
0;11700;BANANAS;4893;22;;;;;4899;2;4900;20;;;4896.0;-26.42578125
0;11800;PEARLS;9998;10;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
0;11800;BANANAS;4894;10;4893;22;;;4900;22;;;;;4897.0;-25.70703125
0;11900;PEARLS;10002;1;10000;4;9998;1;10004;1;10005;22;;;10003.0;0.0
0;11900;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;-25.4296875
0;12000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
0;12000;BANANAS;4893;28;;;;;4900;28;;;;;4896.5;-25.544921875
0;12100;PEARLS;9996;2;9995;23;;;9998;8;10004;2;10005;23;9997.0;0.0
0;12100;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;-24.630859375
0;12200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
0;12200;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;-24.7294921875
0;12300;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;0.0
0;12300;BANANAS;4893;25;;;;;4898;3;4900;25;;;4895.5;-25.302734375
0;12400;PEARLS;10002;1;9998;5;9995;29;10005;29;;;;;10003.5;0.0
0;12400;BANANAS;4894;5;4893;29;;;4900;29;;;;;4897.0;-31.265625
0;12500;PEARLS;10000;3;9996;1;9995;22;10004;1;10005;22;;;10002.0;0.0
0;12500;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;-36.89453125
0;12600;PEARLS;10000;4;9995;26;;;10005;26;;;;;10002.5;0.0
0;12600;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-37.390625
0;12700;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;0.0
0;12700;BANANAS;4892;28;;;;;4897;1;4899;28;;;4894.5;-36.23046875
0;12800;PEARLS;10000;4;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;0.0
0;12800;BANANAS;4892;30;;;;;4896;9;4898;30;;;4894.0;-41.41796875
0;12900;PEARLS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;0.0
0;12900;BANANAS;4892;23;;;;;4897;4;4898;2;4899;21;4894.5;-48.4375
0;13000;PEARLS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;0.0
0;13000;BANANAS;4892;32;;;;;4897;2;4899;32;;;4894.5;-46.15625
0;13100;PEARLS;9995;21;;;;;10000;2;10005;21;;;9997.5;0.0
0;13100;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;-48.65625
0;13200;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
0;13200;BANANAS;4897;1;4893;9;4892;31;4899;31;;;;;4898.0;-49.8359375
0;13300;PEARLS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;0.0
0;13300;BANANAS;4893;1;4892;22;;;4899;23;;;;;4896.0;-40.796875
0;13400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;13400;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-28.328125
0;13500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
0;13500;BANANAS;4897;5;4893;25;;;4900;25;;;;;4898.5;-28.1953125
0;13600;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;0.0
0;13600;BANANAS;4893;26;;;;;4898;6;4899;2;4900;24;4895.5;-35.8515625
0;13700;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;0.0
0;13700;BANANAS;4897;2;4893;28;;;4899;28;;;;;4898.0;-37.875
0;13800;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;0.0
0;13800;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;-36.5
0;13900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
0;13900;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;-30.046875
0;14000;PEARLS;10002;6;9998;1;9996;1;10004;1;10005;28;;;10003.0;0.0
0;14000;BANANAS;4894;30;;;;;4900;29;;;;;4897.0;-18.8984375
0;14100;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;0.0
0;14100;BANANAS;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;-21.7109375
0;14200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;0.0
0;14200;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;-20.3046875
0;14300;BANANAS;4898;2;4894;22;;;4900;22;;;;;4899.0;-17.59375
0;14300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
0;14400;BANANAS;4894;22;;;;;4901;23;;;;;4897.5;-8.125
0;14400;PEARLS;10002;4;9996;2;9995;21;10004;2;10005;21;;;10003.0;0.0
0;14500;PEARLS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;0.0
0;14500;BANANAS;4893;29;;;;;4898;10;4900;29;;;4895.5;-23.75
0;14600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
0;14600;BANANAS;4893;28;;;;;4894;11;4900;28;;;4893.5;-24.1640625
0;14700;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;-21.75
0;14700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
0;14800;BANANAS;4894;1;4893;30;;;4896;4;4900;31;;;4895.0;-14.5703125
0;14800;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;0.0
0;14900;PEARLS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;0.0
0;14900;BANANAS;4893;26;;;;;4898;1;4900;26;;;4895.5;-20.09375
0;15000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
0;15000;BANANAS;4893;27;;;;;4894;1;4900;27;;;4893.5;-16.7109375
0;15100;BANANAS;4894;21;;;;;4900;1;4901;20;;;4897.0;-5.8671875
0;15100;PEARLS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;0.0
0;15200;BANANAS;4894;2;4893;21;;;4898;1;4900;23;;;4896.0;-12.1953125
0;15200;PEARLS;10000;4;9996;2;9995;21;10002;4;10004;2;10005;21;10001.0;0.0
0;15300;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;0.0
0;15300;BANANAS;4893;24;;;;;4898;7;4900;24;;;4895.5;-21.5
0;15400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;0.0
0;15400;BANANAS;4893;30;;;;;4899;30;;;;;4896.0;-30.8203125
0;15500;BANANAS;4892;25;;;;;4899;25;;;;;4895.5;-31.8671875
0;15500;PEARLS;9995;25;;;;;9998;11;10005;25;;;9996.5;0.0
0;15600;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;-41.953125
0;15600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
0;15700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
0;15700;BANANAS;4892;30;;;;;4899;30;;;;;4895.5;-36.9375
0;15800;PEARLS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
0;15800;BANANAS;4893;6;4892;28;;;4899;28;;;;;4896.0;-39.1484375
